,Price,Distance,Bathroom,Car,Landsize,BuildingArea
6191,555000.0,9.2,1.0,2.0,210.0,121.0
6199,1350000.0,9.2,3.0,2.0,527.0,358.0
6201,510000.0,9.2,1.0,2.0,118.0,91.0
6212,490000.0,9.2,1.0,2.0,269.0,80.0
6217,675000.0,9.2,1.0,1.0,595.0,80.0
6218,865000.0,9.2,1.0,3.0,381.0,121.0
6219,600000.0,9.2,2.0,1.0,145.0,112.0
6220,773000.0,9.2,1.0,2.0,333.0,137.0
6232,2050000.0,7.4,2.0,1.0,231.0,180.0
6235,3460000.0,7.4,2.0,2.0,502.0,309.0
6238,2400000.0,7.4,2.0,2.0,586.0,195.0
6241,2025000.0,7.4,2.0,2.0,396.0,105.0
6261,3800000.0,7.4,3.0,2.0,587.0,392.0
6262,1390000.0,7.4,2.0,1.0,227.0,181.0
6266,2415000.0,7.4,1.0,3.0,696.0,128.0
6271,1437000.0,7.4,1.0,1.0,313.0,132.0
6285,3400000.0,7.4,3.0,4.0,807.0,339.0
6286,2355000.0,7.4,2.0,4.0,471.0,235.0
6290,4240000.0,7.4,3.0,3.0,580.0,320.0
6295,1326000.0,7.4,1.0,0.0,254.0,100.0
6296,4525000.0,7.4,4.0,2.0,716.0,159.0
6303,1965000.0,7.4,2.0,1.0,300.0,185.0
6305,3470000.0,7.4,3.0,2.0,585.0,248.0
6312,2325000.0,7.4,3.0,2.0,501.0,233.0
6314,1970000.0,7.4,2.0,1.0,246.0,106.0
6316,1475000.0,7.4,1.0,1.0,232.0,95.0
6333,1490000.0,11.2,1.0,1.0,322.0,137.0
6334,1210000.0,11.2,2.0,1.0,337.0,146.0
6344,1036000.0,11.2,1.0,1.0,310.0,102.0
6347,2273000.0,11.2,3.0,1.0,376.0,254.0
6349,2350000.0,11.2,2.0,2.0,567.0,327.0
6357,2200000.0,11.2,3.0,2.0,567.0,215.0
6359,790000.0,11.2,1.0,2.0,196.0,109.0
6363,1185000.0,11.2,2.0,2.0,797.0,180.0
6366,1837000.0,11.2,2.0,1.0,769.0,196.0
6375,1253000.0,11.2,2.0,1.0,216.0,135.0
6391,4802500.0,11.2,2.0,4.0,837.0,267.0
6397,1555000.0,11.2,2.0,2.0,691.0,150.0
6400,2123000.0,11.2,3.0,2.0,412.0,254.0
6410,1700000.0,11.2,3.0,2.0,365.0,110.0
6413,1150000.0,11.2,1.0,2.0,604.0,119.0
6415,2001000.0,11.2,2.0,2.0,526.0,243.0
6416,1915000.0,11.2,2.0,2.0,700.0,126.0
6424,1240000.0,11.2,2.0,2.0,310.0,180.0
6425,1120000.0,11.2,2.0,2.0,181.0,151.0
6431,1500000.0,11.2,1.0,2.0,888.0,165.0
6436,707500.0,11.2,1.0,1.0,170.0,83.0
6443,1870000.0,11.2,2.0,1.0,400.0,152.0
6447,1580000.0,11.2,2.0,1.0,504.0,260.0
6456,1680000.0,11.2,2.0,2.0,234.0,201.0
6465,1100000.0,11.2,1.0,2.0,645.0,126.0
6477,2560000.0,11.2,3.0,2.0,427.0,337.0
6478,960000.0,11.2,2.0,1.0,310.0,114.0
6486,1297000.0,11.2,1.0,1.0,333.0,147.0
6493,1335000.0,11.2,2.0,2.0,606.0,133.0
6497,1670000.0,11.2,2.0,1.0,375.0,155.0
6498,1350000.0,11.2,3.0,2.0,222.0,90.0
6500,1650000.0,11.2,1.0,2.0,764.0,114.0
6509,950000.0,11.2,1.0,1.0,288.0,132.0
6510,1782500.0,11.2,1.0,2.0,615.0,126.0
6525,975000.0,8.7,1.0,2.0,597.0,154.0
6537,399000.0,8.7,1.0,1.0,904.0,53.0
6539,1105000.0,8.7,1.0,4.0,762.0,142.0
6540,730000.0,8.7,1.0,2.0,250.0,132.0
6542,662500.0,8.7,2.0,2.0,202.0,121.0
6549,920000.0,8.7,1.0,2.0,689.0,110.0
6550,1320000.0,8.7,2.0,2.0,645.0,211.0
6551,1150000.0,8.7,3.0,2.0,446.0,286.0
6566,847000.0,8.7,2.0,2.0,222.0,200.0
6572,1072000.0,8.7,2.0,2.0,1396.0,175.0
6576,510000.0,8.7,2.0,1.0,176.0,142.0
6580,865000.0,8.7,2.0,2.0,151.0,3.0
6589,1900000.0,8.7,3.0,8.0,865.0,374.0
6602,780000.0,8.7,3.0,2.0,173.0,184.0
6609,1048700.0,8.7,2.0,2.0,452.0,245.0
6611,1215000.0,8.7,3.0,4.0,613.0,142.0
6612,1180000.0,8.7,3.0,2.0,688.0,166.0
6613,1117000.0,8.7,3.0,2.0,325.0,207.0
6617,770000.0,8.7,2.0,2.0,215.0,231.0
6620,1151000.0,8.7,2.0,5.0,694.0,232.0
6623,907000.0,8.7,1.0,2.0,678.0,124.0
6626,820000.0,8.7,2.0,2.0,203.0,160.0
6627,940000.0,8.7,1.0,1.0,695.0,141.0
6629,1030000.0,8.7,2.0,1.0,573.0,196.0
6632,1230000.0,8.7,3.0,2.0,270.0,215.0
6635,884500.0,8.7,2.0,2.0,211.0,234.0
6638,820000.0,8.7,1.0,4.0,578.0,176.0
6694,375000.0,2.8,1.0,0.0,1414.0,47.0
6743,360000.0,2.8,1.0,1.0,1136.0,69.0
6750,2600000.0,4.1,1.0,1.0,279.0,133.0
6752,2350000.0,4.1,1.0,2.0,277.0,132.0
6754,535000.0,4.1,1.0,1.0,760.0,58.0
6769,3120000.0,4.1,2.0,1.0,182.0,100.0
6770,1025000.0,4.1,1.0,0.0,123.0,73.0
6772,1920000.0,4.1,1.0,0.0,152.0,82.0
6773,2623000.0,4.1,2.0,2.0,181.0,212.0
6775,1500000.0,4.1,2.0,1.0,151.0,165.0
6776,1630000.0,4.1,1.0,0.0,152.0,113.0
6777,1910000.0,4.1,1.0,3.0,217.0,125.0
6779,1320000.0,11.8,1.0,1.0,613.0,115.0
6785,2588000.0,11.8,3.0,2.0,1149.0,225.0
6788,1400000.0,11.8,4.0,2.0,355.0,25.0
6797,2200000.0,11.8,2.0,2.0,931.0,199.0
6800,1310000.0,11.8,2.0,2.0,330.0,148.0
6806,2335000.0,11.8,2.0,2.0,813.0,170.0
6811,1815000.0,11.8,1.0,0.0,711.0,207.0
6820,1200000.0,11.8,2.0,2.0,255.0,152.0
6824,1564000.0,11.8,2.0,2.0,640.0,117.0
6833,1780000.0,6.9,3.0,2.0,615.0,201.0
6836,1440000.0,6.9,2.0,1.0,287.0,196.0
6839,1225000.0,6.9,1.0,1.0,388.0,120.0
6840,1445000.0,6.9,3.0,2.0,384.0,178.0
6843,990000.0,6.9,1.0,2.0,328.0,107.0
6845,1550000.0,6.9,2.0,3.0,477.0,258.0
6846,1170000.0,6.9,1.0,1.0,443.0,102.0
6847,1120000.0,6.9,1.0,1.0,571.0,138.0
6851,1530000.0,6.9,2.0,1.0,431.0,152.0
6853,832000.0,6.9,2.0,2.0,214.0,111.0
6855,2400000.0,6.9,4.0,2.0,636.0,308.0
6858,1211000.0,6.9,1.0,3.0,477.0,146.0
6861,1630000.0,6.9,2.0,0.0,408.0,199.0
6862,1160000.0,6.9,1.0,1.0,449.0,133.0
6864,1361500.0,6.9,1.0,2.0,453.0,145.0
6865,945000.0,6.9,1.0,0.0,225.0,97.0
6867,860000.0,6.9,1.0,1.0,301.0,80.0
6869,1637000.0,6.9,1.0,3.0,539.0,190.0
6871,1505000.0,6.9,2.0,2.0,249.0,168.0
6872,515000.0,6.9,1.0,1.0,1981.0,111.0
6877,1322000.0,6.9,1.0,1.0,549.0,192.0
6878,1015000.0,6.9,1.0,1.0,228.0,125.0
6881,840000.0,6.9,1.0,0.0,307.0,136.0
6884,1900000.0,6.9,3.0,2.0,646.0,261.0
6886,2340000.0,6.9,3.0,3.0,619.0,372.0
6889,1400000.0,6.9,2.0,2.0,394.0,160.0
6894,1640000.0,6.9,2.0,1.0,435.0,329.0
6895,1480000.0,6.9,1.0,2.0,436.0,142.0
6900,980000.0,6.9,2.0,2.0,207.0,168.0
6907,842500.0,6.9,2.0,1.0,216.0,156.0
6908,1345000.0,6.9,2.0,2.0,313.0,193.0
6911,849000.0,6.9,1.0,1.0,345.0,95.0
6912,1425000.0,6.9,1.0,1.0,526.0,159.0
6913,1345000.0,6.9,2.0,1.0,310.0,287.0
6916,1250000.0,6.9,2.0,1.0,283.0,222.0
6917,870000.0,6.9,2.0,2.0,156.0,152.0
6920,1725000.0,6.9,2.0,3.0,596.0,203.0
6928,600000.0,6.9,1.0,1.0,166.0,81.0
6929,1505000.0,6.9,2.0,2.0,441.0,164.0
6931,850000.0,6.9,2.0,1.0,271.0,143.0
6936,1740000.0,6.9,1.0,2.0,739.0,155.0
6941,1130000.0,6.9,2.0,2.0,217.0,145.0
6945,930000.0,6.9,3.0,1.0,325.0,132.0
6952,800000.0,6.9,2.0,2.0,239.0,120.0
6954,1224000.0,14.6,1.0,3.0,834.0,143.0
6956,1000000.0,14.6,2.0,2.0,573.0,150.0
6957,380500.0,14.6,1.0,1.0,106.0,51.0
6959,1090000.0,14.6,2.0,2.0,784.0,160.0
6961,836000.0,14.6,1.0,4.0,695.0,165.0
6962,1417250.0,14.6,2.0,2.0,653.0,180.0
6966,950000.0,14.6,1.0,3.0,649.0,75.0
6969,1140000.0,14.6,2.0,1.0,318.0,242.0
6971,750000.0,14.6,2.0,1.0,164.0,123.0
6974,1000000.0,14.6,3.0,4.0,581.0,159.0
6976,1200000.0,14.6,2.0,1.0,696.0,214.0
6977,987000.0,14.6,1.0,1.0,603.0,112.0
6978,937000.0,14.6,2.0,1.0,534.0,104.0
6979,1426000.0,14.6,2.0,1.0,720.0,218.0
6982,1016000.0,14.6,3.0,2.0,272.0,188.0
6989,901000.0,14.6,2.0,3.0,558.0,133.0
6990,1300000.0,14.6,3.0,2.0,743.0,171.0
6991,975000.0,14.6,1.0,2.0,576.0,121.0
6992,1070000.0,14.6,2.0,1.0,603.0,140.0
6994,605000.0,14.6,1.0,2.0,180.0,68.0
6995,960000.0,14.6,1.0,1.0,593.0,115.0
6996,725000.0,14.6,2.0,1.0,374.0,137.0
7003,800000.0,14.6,2.0,2.0,261.0,107.0
7005,917000.0,14.6,2.0,2.0,472.0,152.0
7006,890000.0,14.6,1.0,1.0,698.0,114.0
7007,1008000.0,14.6,2.0,1.0,1660.0,160.0
7008,1191000.0,14.6,1.0,2.0,756.0,97.0
7010,776000.0,14.6,1.0,1.0,209.0,101.0
7011,1035000.0,14.6,1.0,2.0,688.0,161.0
7013,1160000.0,14.6,2.0,2.0,588.0,199.0
7018,1105000.0,14.6,2.0,2.0,220.0,187.0
7020,826000.0,8.4,1.0,2.0,281.0,100.0
7021,900000.0,8.4,2.0,2.0,194.0,176.0
7023,962000.0,8.4,2.0,2.0,283.0,179.0
7024,800000.0,8.4,1.0,1.0,244.0,73.0
7031,710000.0,8.4,1.0,2.0,329.0,108.0
7033,940000.0,8.4,2.0,1.0,379.0,172.0
7034,655800.0,8.4,2.0,1.0,178.0,102.0
7035,1082000.0,8.4,3.0,2.0,233.0,165.0
7037,1210000.0,8.4,1.0,1.0,546.0,144.0
7039,880000.0,8.4,1.0,1.0,557.0,111.0
7042,1260000.0,8.4,1.0,3.0,757.0,159.0
7044,995000.0,8.4,1.0,2.0,316.0,118.0
7052,962000.0,8.4,1.0,1.0,402.0,94.0
7058,1305000.0,8.4,1.0,0.0,357.0,112.0
7064,810000.0,8.4,1.0,1.0,390.0,84.0
7070,1620000.0,8.4,3.0,1.0,425.0,233.0
7071,923000.0,8.4,1.0,0.0,221.0,118.0
7072,1030000.0,8.4,1.0,2.0,470.0,136.0
7073,1046000.0,8.4,2.0,2.0,284.0,125.0
7076,740000.0,8.4,2.0,1.0,213.0,127.0
7077,970000.0,8.4,1.0,1.0,619.0,151.0
7081,950000.0,8.4,1.0,2.0,453.0,145.0
7082,1280000.0,8.4,2.0,1.0,458.0,153.0
7084,1040000.0,8.4,2.0,2.0,299.0,198.0
7091,1176000.0,8.4,1.0,2.0,767.0,111.0
7093,1265000.0,8.4,2.0,2.0,774.0,185.0
7094,801000.0,8.4,1.0,1.0,343.0,106.0
7096,770000.0,8.4,2.0,2.0,224.0,132.0
7098,993000.0,8.4,2.0,2.0,348.0,158.0
7100,650000.0,8.4,1.0,1.0,149.0,62.0
7102,891500.0,8.4,1.0,0.0,344.0,130.0
7105,805000.0,8.4,1.0,2.0,322.0,104.0
7106,680000.0,8.4,1.0,1.0,229.0,101.0
7108,793000.0,8.4,1.0,1.0,144.0,140.0
7112,747000.0,8.4,2.0,2.0,753.0,170.0
7114,896000.0,8.4,1.0,0.0,297.0,95.0
7116,890000.0,8.4,1.0,0.0,168.0,90.0
7121,930000.0,8.4,3.0,3.0,278.0,188.0
7123,1151000.0,8.4,1.0,5.0,571.0,120.0
7125,820000.0,8.4,2.0,2.0,753.0,204.0
7130,816000.0,8.4,1.0,1.0,315.0,104.0
7131,945000.0,8.4,2.0,1.0,487.0,190.0
7132,643700.0,8.4,1.0,0.0,129.0,45.0
7133,760000.0,8.4,1.0,2.0,255.0,109.0
7135,900000.0,8.4,2.0,2.0,360.0,168.0
7136,830000.0,11.2,3.0,2.0,303.0,236.0
7143,1126000.0,11.2,2.0,2.0,650.0,150.0
7146,660000.0,11.2,2.0,1.0,217.0,113.0
7148,770000.0,11.2,2.0,1.0,313.0,145.0
7150,1350000.0,11.2,3.0,2.0,747.0,242.0
7151,820000.0,11.2,2.0,1.0,229.0,180.0
7158,991000.0,11.2,1.0,1.0,716.0,139.0
7162,657000.0,11.2,2.0,1.0,268.0,104.0
7164,710000.0,11.2,2.0,1.0,317.0,140.0
7171,840000.0,11.2,2.0,2.0,374.0,180.0
7174,1400000.0,11.2,2.0,2.0,650.0,290.0
7175,1080000.0,11.2,3.0,2.0,539.0,162.0
7183,1015000.0,11.2,1.0,1.0,643.0,125.0
7198,1105000.0,11.2,1.0,1.0,643.0,119.0
7203,2920000.0,2.3,3.0,4.0,310.0,276.0
7211,841000.0,2.3,1.0,1.0,215.0,0.0
7216,410000.0,2.3,1.0,1.0,1045.0,55.0
7232,450000.0,2.3,1.0,1.0,1588.0,71.0
7233,1385000.0,2.3,2.0,0.0,118.0,150.0
7235,990000.0,2.3,2.0,1.0,584.0,120.0
7240,1470000.0,2.3,1.0,0.0,232.0,93.0
7244,1010000.0,2.3,2.0,0.0,109.0,100.0
7245,1266000.0,2.3,1.0,0.0,161.0,106.0
7259,550055.0,2.3,1.0,2.0,1004.0,65.0
7260,358000.0,2.3,1.0,1.0,649.0,43.0
7266,885000.0,2.3,1.0,1.0,111.0,73.0
7271,1286000.0,5.5,1.0,1.0,245.0,108.0
7272,1200000.0,5.5,1.0,1.0,215.0,125.0
7273,1382500.0,5.5,2.0,2.0,286.0,188.0
7275,1600000.0,5.5,2.0,1.0,464.0,179.0
7284,1710000.0,5.5,1.0,1.0,247.0,160.0
7299,1700000.0,5.5,2.0,1.0,415.0,218.0
7300,1575000.0,5.5,1.0,3.0,607.0,126.0
7301,950000.0,5.5,1.0,1.0,191.0,73.0
7303,1655000.0,5.5,1.0,3.0,472.0,101.0
7307,1255000.0,5.5,2.0,1.0,259.0,156.0
7309,1020000.0,5.5,1.0,2.0,347.0,115.0
7312,790000.0,5.5,1.0,1.0,136.0,78.0
7338,1190000.0,5.5,1.0,1.0,445.0,125.0
7340,865000.0,5.5,1.0,2.0,184.0,108.0
7343,2175000.0,5.5,2.0,1.0,573.0,186.0
7348,890000.0,5.5,1.0,1.0,225.0,92.0
7351,2700000.0,5.5,3.0,3.0,490.0,331.0
7352,1101000.0,5.5,1.0,0.0,229.0,99.0
7356,1050000.0,5.5,1.0,0.0,158.0,106.0
7357,1010000.0,5.5,1.0,1.0,178.0,124.0
7361,1900000.0,5.5,1.0,1.0,522.0,174.0
7362,888000.0,5.5,1.0,1.0,190.0,102.0
7363,1020000.0,5.5,1.0,1.0,354.0,97.0
7365,844000.0,5.5,1.0,1.0,174.0,106.0
7368,900000.0,5.5,2.0,2.0,608.0,138.0
7369,1300000.0,5.5,1.0,1.0,328.0,135.0
7370,810000.0,5.5,1.0,2.0,150.0,119.0
7377,665000.0,5.5,1.0,1.0,120.0,76.0
7381,2315000.0,5.5,1.0,2.0,899.0,143.0
7383,1170000.0,5.5,1.0,3.0,453.0,93.0
7386,1715000.0,5.5,1.0,1.0,407.0,143.0
7389,1474000.0,5.5,1.0,0.0,304.0,131.0
7392,1035000.0,5.5,1.0,2.0,243.0,102.0
7394,1760000.0,5.5,2.0,2.0,403.0,180.0
7399,1095000.0,5.5,1.0,2.0,306.0,86.0
7402,1225000.0,5.5,1.0,2.0,307.0,135.0
7404,1211000.0,5.5,1.0,1.0,178.0,100.0
7408,770000.0,5.5,1.0,1.0,129.0,115.0
7411,1000000.0,5.5,1.0,1.0,440.0,131.0
7421,1050000.0,5.5,1.0,2.0,301.0,100.0
7423,1700000.0,5.5,3.0,1.0,450.0,265.0
7424,2160000.0,5.5,2.0,1.0,338.0,90.0
7429,1420000.0,5.5,1.0,1.0,465.0,137.0
7431,1950000.0,5.5,2.0,1.0,489.0,140.0
7432,1820000.0,5.5,3.0,2.0,344.0,230.0
7434,1080000.0,5.5,1.0,1.0,348.0,130.0
7442,1340000.0,5.5,1.0,1.0,297.0,108.0
7445,2340000.0,5.5,2.0,3.0,824.0,231.0
7446,1634000.0,5.5,1.0,2.0,376.0,109.0
7448,910000.0,5.5,1.0,1.0,150.0,81.0
7449,1650000.0,5.5,1.0,1.0,382.0,168.0
7453,1510000.0,5.5,1.0,3.0,327.0,165.0
7461,865000.0,11.5,1.0,2.0,696.0,160.0
7464,476000.0,11.5,1.0,1.0,189.0,85.0
7469,706000.0,11.5,1.0,0.0,715.0,111.0
7470,920000.0,11.5,2.0,2.0,780.0,179.0
7473,522000.0,11.5,1.0,1.0,161.0,91.0
7476,690000.0,11.5,1.0,1.0,553.0,137.0
7481,770000.0,11.5,2.0,2.0,272.0,138.0
7482,1100000.0,11.5,2.0,4.0,783.0,223.0
7489,475000.0,11.5,1.0,1.0,118.0,113.0
7494,651000.0,11.5,2.0,2.0,198.0,113.0
7497,815500.0,11.5,2.0,2.0,790.0,165.0
7498,770000.0,11.5,2.0,2.0,382.0,173.0
7500,585500.0,11.5,1.0,1.0,161.0,86.0
7501,840000.0,11.5,1.0,2.0,704.0,196.0
7506,470000.0,11.5,1.0,1.0,138.0,76.0
7507,810000.0,11.5,1.0,3.0,763.0,93.0
7516,855333.0,11.5,1.0,2.0,694.0,183.0
7518,900000.0,11.5,2.0,2.0,568.0,260.0
7527,875000.0,14.7,2.0,1.0,258.0,105.0
7530,651000.0,14.7,2.0,2.0,214.0,189.0
7531,802000.0,14.7,1.0,2.0,533.0,120.0
7538,900000.0,14.7,2.0,2.0,558.0,239.0
7546,1000000.0,14.7,2.0,2.0,575.0,120.0
7551,801347.0,14.7,2.0,1.0,567.0,164.0
7554,921000.0,14.7,1.0,2.0,535.0,129.0
7556,752500.0,14.7,1.0,1.0,308.0,112.0
7566,1067000.0,14.7,1.0,2.0,648.0,122.0
7569,1260500.0,14.7,1.0,1.0,774.0,107.0
7572,850500.0,14.7,1.0,2.0,531.0,118.0
7575,1068000.0,14.7,2.0,2.0,609.0,172.0
7579,937500.0,14.7,2.0,2.0,539.0,226.0
7582,1126000.0,14.7,2.0,2.0,530.0,242.0
7583,778000.0,14.7,1.0,1.0,806.0,89.0
7584,1230000.0,2.6,2.0,2.0,357.0,249.0
7588,1805000.0,2.6,1.0,1.0,187.0,102.0
7596,2200000.0,2.6,2.0,1.0,190.0,172.0
7607,1928000.0,2.6,1.0,0.0,194.0,186.0
7609,2236000.0,2.6,2.0,1.0,154.0,196.0
7617,770000.0,9.9,1.0,4.0,560.0,120.0
7622,975000.0,9.9,1.0,1.0,733.0,159.0
7624,780000.0,9.9,1.0,1.0,446.0,115.0
7626,600000.0,9.9,1.0,1.0,204.0,124.0
7630,955000.0,9.9,2.0,2.0,686.0,135.0
7632,1196000.0,9.9,2.0,2.0,559.0,281.0
7633,731000.0,9.9,1.0,2.0,568.0,111.0
7635,585000.0,9.9,1.0,1.0,180.0,98.0
7637,480000.0,9.9,1.0,1.0,113.0,94.0
7638,605000.0,9.9,2.0,1.0,215.0,157.0
7640,738000.0,9.9,1.0,1.0,821.0,106.0
7641,386000.0,9.9,1.0,1.0,111.0,67.0
7643,452000.0,9.9,1.0,1.0,159.0,87.0
7644,522500.0,9.9,1.0,1.0,192.0,121.0
7648,741000.0,9.9,1.0,2.0,520.0,300.0
7652,530000.0,9.9,1.0,1.0,156.0,98.0
7653,815000.0,9.9,1.0,1.0,438.0,94.0
7657,775000.0,9.9,1.0,1.0,406.0,103.0
7660,950000.0,9.9,2.0,2.0,705.0,166.0
7663,900000.0,9.9,1.0,1.0,570.0,139.0
7668,835000.0,9.9,1.0,2.0,422.0,132.0
7669,790000.0,9.9,3.0,1.0,291.0,175.0
7670,810000.0,9.9,2.0,1.0,455.0,147.0
7672,500000.0,9.9,1.0,1.0,147.0,109.0
7673,485000.0,9.9,1.0,1.0,139.0,74.0
7675,488000.0,9.9,1.0,2.0,219.0,84.0
7676,900000.0,9.9,2.0,2.0,608.0,168.0
7679,680000.0,9.9,1.0,2.0,590.0,95.0
7683,590000.0,9.9,2.0,2.0,191.0,142.0
7684,770000.0,9.9,1.0,3.0,464.0,124.0
7686,975000.0,9.9,1.0,3.0,686.0,151.0
7687,970000.0,9.9,2.0,1.0,535.0,154.0
7694,600000.0,9.9,3.0,1.0,205.0,107.0
7695,510000.0,9.9,1.0,1.0,110.0,91.0
7697,750000.0,9.9,2.0,2.0,540.0,146.0
7698,822000.0,9.9,2.0,2.0,250.0,194.0
7707,430000.0,9.9,2.0,1.0,146.0,106.0
7709,1350000.0,9.9,2.0,2.0,646.0,287.0
7716,810000.0,9.9,1.0,1.0,783.0,94.0
7718,550500.0,9.9,1.0,2.0,135.0,100.0
7719,610000.0,9.9,1.0,1.0,169.0,109.0
7722,533000.0,9.9,2.0,2.0,197.0,111.0
7726,410000.0,9.9,1.0,1.0,105.0,88.0
7727,600000.0,9.9,1.0,4.0,557.0,111.0
7729,616000.0,9.9,1.0,1.0,190.0,108.0
7734,960000.0,9.9,1.0,2.0,641.0,111.0
7735,985000.0,9.9,2.0,2.0,511.0,182.0
7740,670000.0,9.9,1.0,1.0,596.0,145.0
7744,665000.0,9.9,2.0,2.0,148.0,141.0
7748,880000.0,9.9,2.0,2.0,588.0,106.0
7749,700000.0,9.9,1.0,2.0,449.0,104.0
7750,600000.0,9.9,2.0,1.0,122.0,139.0
7755,1570000.0,9.9,1.0,1.0,746.0,265.0
7756,525500.0,9.9,1.0,1.0,111.0,84.0
7758,612500.0,9.9,1.0,1.0,522.0,132.0
7760,960000.0,9.9,2.0,2.0,501.0,501.0
7764,650000.0,9.9,1.0,2.0,410.0,141.0
7769,500000.0,9.9,1.0,2.0,191.0,92.0
7771,599000.0,9.9,1.0,1.0,534.0,100.0
7783,985000.0,3.8,1.0,0.0,171.0,167.0
7788,2105000.0,3.8,2.0,3.0,611.0,181.0
7793,1915000.0,3.8,3.0,1.0,323.0,237.0
7796,1630000.0,3.8,2.0,2.0,135.0,135.0
7798,1470000.0,3.8,1.0,0.0,153.0,109.0
7802,1342000.0,3.8,2.0,2.0,173.0,137.0
7804,795000.0,3.8,2.0,1.0,579.0,84.0
7814,1275000.0,3.8,2.0,1.0,115.0,115.0
7816,1820000.0,3.8,2.0,1.0,212.0,158.0
7824,1350000.0,3.8,1.0,1.0,195.0,94.0
7826,1560000.0,3.8,2.0,2.0,241.0,131.0
7830,1060000.0,3.8,1.0,0.0,106.0,70.0
7834,1101000.0,3.8,1.0,0.0,152.0,71.0
7836,880000.0,3.8,1.0,2.0,163.0,83.0
7840,1080000.0,3.8,1.0,0.0,105.0,70.0
7841,1115000.0,3.8,1.0,0.0,120.0,76.0
7843,1753000.0,3.8,2.0,1.0,225.0,153.0
7847,900000.0,3.8,1.0,0.0,124.0,70.0
7849,2350000.0,3.8,1.0,2.0,350.0,173.0
7856,1670000.0,3.8,2.0,1.0,140.0,169.0
7859,1402000.0,3.8,1.0,0.0,108.0,106.0
7863,1570000.0,3.8,2.0,1.0,210.0,211.0
7874,1384000.0,3.8,1.0,0.0,184.0,100.0
7901,1400000.0,3.8,1.0,1.0,168.0,102.0
7919,3705000.0,3.8,2.0,2.0,214.0,241.0
7923,1350000.0,3.8,1.0,1.0,114.0,138.0
7937,1080000.0,3.8,1.0,2.0,116.0,95.0
7954,492000.0,4.5,1.0,1.0,1768.0,45.0
7969,1245000.0,4.5,2.0,1.0,128.0,134.0
7973,1182500.0,4.5,1.0,0.0,141.0,72.0
7974,1303000.0,4.5,1.0,0.0,288.0,160.0
7977,482500.0,4.5,1.0,1.0,443.0,50.0
7989,1590000.0,4.5,1.0,2.0,308.0,107.0
7991,1055000.0,4.5,1.0,0.0,203.0,85.0
8002,1100000.0,4.5,1.0,1.0,111.0,99.0
8021,1500000.0,4.5,1.0,2.0,222.0,108.0
8050,910000.0,4.5,1.0,1.0,183.0,71.0
8051,1450000.0,4.5,2.0,3.0,1958.0,98.0
8054,1540000.0,4.5,2.0,1.0,113.0,104.0
8055,1811000.0,4.5,2.0,1.0,273.0,125.0
8060,1180000.0,4.5,1.0,0.0,214.0,215.0
8071,1720000.0,4.5,2.0,2.0,183.0,200.0
8073,1582000.0,4.5,1.0,0.0,214.0,122.0
8085,1305000.0,4.5,1.0,1.0,131.0,79.0
8086,1255000.0,4.5,1.0,1.0,231.0,124.0
8087,2180000.0,4.5,2.0,2.0,238.0,153.0
8091,1720000.0,4.5,2.0,1.0,272.0,163.0
8094,1220000.0,4.5,2.0,1.0,112.0,100.0
8098,1612000.0,4.5,2.0,0.0,146.0,139.0
8101,1250000.0,8.8,1.0,2.0,644.0,141.0
8103,930000.0,8.8,2.0,2.0,604.0,180.0
8111,751000.0,8.8,1.0,0.0,148.0,3.0
8119,715000.0,8.8,1.0,1.0,132.0,121.0
8121,837000.0,8.8,1.0,3.0,581.0,96.0
8125,950000.0,8.8,1.0,2.0,563.0,180.0
8128,496000.0,8.8,1.0,1.0,266.0,98.0
8137,850000.0,8.8,1.0,1.0,356.0,102.0
8140,540000.0,8.8,1.0,2.0,250.0,97.0
8141,1150000.0,8.8,1.0,2.0,566.0,143.0
8147,615000.0,8.8,1.0,2.0,493.0,87.0
8149,735000.0,8.8,1.0,2.0,369.0,94.0
8158,810000.0,8.8,2.0,2.0,1034.0,151.0
8160,600000.0,8.8,1.0,2.0,220.0,106.0
8170,1650000.0,8.8,1.0,2.0,452.0,129.0
8174,600000.0,8.8,1.0,3.0,503.0,101.0
8184,722000.0,8.8,1.0,1.0,400.0,88.0
8187,1260000.0,8.8,3.0,2.0,654.0,150.0
8191,485000.0,8.8,1.0,1.0,117.0,73.0
8192,690000.0,8.8,1.0,1.0,594.0,92.0
8193,1065000.0,8.8,1.0,3.0,507.0,114.0
8194,1200000.0,8.8,1.0,1.0,847.0,120.0
8200,530000.0,8.8,1.0,1.0,106.0,74.0
8202,900000.0,8.8,1.0,1.0,472.0,147.0
8204,700000.0,8.8,1.0,1.0,214.0,85.0
8206,920000.0,8.8,2.0,2.0,516.0,97.0
8213,980000.0,8.8,2.0,1.0,479.0,121.0
8218,886000.0,8.8,1.0,2.0,467.0,92.0
8219,1080000.0,8.8,1.0,1.0,487.0,189.0
8221,1400000.0,8.8,2.0,2.0,559.0,217.0
8222,660000.0,8.8,1.0,1.0,113.0,90.0
8224,876000.0,8.8,1.0,2.0,479.0,85.0
8225,910000.0,8.8,2.0,1.0,352.0,103.0
8232,714000.0,8.8,2.0,2.0,185.0,115.0
8237,810000.0,8.8,1.0,1.0,421.0,97.0
8239,1127000.0,8.8,2.0,2.0,590.0,140.0
8248,780000.0,8.8,1.0,1.0,310.0,72.0
